"RobLa"	", 10979, 11787, 12620, 13015878, 15654, 15800, 15820, 15992, 16991, 17909, 18842395, 18902, 19729548, 19732690, 21491579, 23276, 24388, 24601, 25433, 25540, 27982, 29066482, 29831, 29922, 307, 32009, 32077, 32080, 32978, 33060, 33299, 33522, 3356, 3405443, 34549, 34550, 34575, 34596, 34600, 34612, 34616, 34622, 34640, 34655, 34666, 34668, 34669, 34674, 34676, 34712, 34753, 34784, 34793, 34955, 34963, 36646, 36912, 36934, 36937, 36938, 37298, 37357, 37553, 37554, 37559, 37742, 38211935, 38284, 38490, 38714, 38820, 3883, 39206, 39397, 39412, 39529, 39531, 40400, 40402, 40449, 40451, 40452, 40454, 40474, 40475, 40476, 40507, 40508, 40509, 40510, 40511, 40512, 40513, 40514, 40515, 40516, 40517, 40519, 40520, 40521, 40522, 40525, 40526, 40527, 40528, 40529, 40531, 40533, 40534, 40536, 40538, 40556, 40560, 40565, 40566, 40567, 40569, 40597, 40608, 42627, 42636, 5142, 5408, 5652, 63578, 7822, 7950, 8099"
"CYD"	", 10392, 11529, 11875, 11902, 14355, 15352, 18016, 18933234, 18938683, 19594213, 20556915, 23259, 24669, 28926, 28930, 34760, 36510, 39249, 39407, 39664, 39666, 40351, 4801, 5921878, 9476"
"Cable Hills"	", 26367, 37397201, 42538"
"Calypso"	", 10326, 11441, 1201, 12321694, 12471, 14848, 151615, 17344554, 17412, 17524, 18190, 18896, 18902, 19812, 20110824, 21272, 21527, 21601, 24390, 25401, 26193, 26787, 33306, 33638, 34513, 36782, 37042, 37097, 37195, 37223, 37351, 37495, 37652, 37797, 37875, 39834, 40398683, 422930, 43218, 5069516, 56110, 58800, 6173, 7844, 8478, 8758, 9228"
"CarLOs"	", 27804"
"Carey Evans"	", 1012, 11815, 1203, 12464, 15073, 15205, 1542, 16824902, 18568, 18727, 18825270, 18888, 19673093, 20781951, 21670, 24140, 24160, 24350732, 2559, 26872, 27611, 28844, 32961, 32978, 3380, 33999, 34578, 36484, 36488, 36602, 37381, 37584, 37727, 37887, 38361, 38362, 38376, 39122, 39357, 39801, 4231, 4391, 47542, 48509, 4913064, 5252, 8010, 8569916, 9228, 9321, 9472, 9845"
"Charleschuck"	", 19006979, 28750, 3390"
"Chato"	", 21483, 36602, 36866, 37235, 38297, 4576465, 5489, 9738"
"Chris_mahan"	", 1271, 13172, 1486, 1570, 18958, 25595604, 25595788, 29607, 32978, 34642, 34780, 34940, 35128, 35606, 35607, 35629, 35631, 35633, 35634, 35635, 35636, 35637, 35638, 35639, 35640, 35641, 35867, 41992, 42424, 42559, 42607, 42746, 42781, 42782, 42783, 42784, 42785, 42786, 42788, 42841, 53839"
"Christian List"	", 38556"
"Chuck Smith"	", 10404, 11424, 12431, 17054975, 18100, 18935022, 19003265, 19688, 20781951, 21676, 21734, 23053, 23203, 23871, 25414, 25778403, 26349189, 26422, 28846, 30589, 32390, 3401, 36504, 36509, 36714, 36770, 36922, 36987, 37032, 37292, 37293, 38115, 38551, 38871, 39066, 4689264, 47375, 5025820, 5030553, 60431, 9248"
"Clasqm"	", 10326, 12562, 18452, 20578, 23221, 23713433, 23715667, 24833, 25454239, 31722, 33842, 35052, 35053, 35069, 35907, 35908, 36035, 36045, 36046, 36216, 36278, 36395, 36602, 36683, 36685, 36686, 36688, 36689, 36692, 36693, 36694, 36695, 36696, 36698, 36699, 36773, 36968, 36969, 36971, 36980, 38337, 38339, 38344, 38428, 38432, 38434, 38435, 38569, 38572, 38574, 38919, 38921, 38924, 38925, 39158, 39880, 40118711, 4251, 5791492"
"ClaudeMuncey"	", 12153654, 15857, 19603, 21785, 23805, 27947, 28134, 29548, 32978, 34550, 34648, 34717, 34750, 36638, 37349, 38412, 40135, 40137, 40348, 40352, 40413, 40414, 40460, 40500, 42019, 42022, 42282, 42283, 42336, 49578, 8194"
"ClaudineChionh"	", 18196, 18197, 21995416, 27790, 39079, 9325"
"Clifford Adams"	", 37333"
"Closely"	", 39771"
"Css"	", 10166, 17524, 18452, 20911, 21771765, 27033, 38779"
"DWeir"	", 14155, 17839, 18361733, 35502, 40314, 40333, 40336, 40410"
"Dachshund"	", 10006, 1539, 16456, 23082421, 2480627, 30282, 32578, 38743, 39051, 39052, 39631, 39648, 39665, 39687, 40472, 41525, 42611, 42733, 7025, 7398, 9232"
"Damian Yerrick"	", 1010280, 10474, 10515, 1134, 11966, 12688, 13287, 13707308, 15416, 16009, 17054975, 17552, 17699, 17730, 17747, 18644, 18932365, 18932641, 18934755, 18934934, 18943937, 18948383, 19331, 20239, 20781951, 20817, 2094, 2114, 21306150, 21578485, 23661162, 23666, 24232, 24812, 24985, 25074, 25778403, 26006, 26220, 26715, 26809, 27010, 27697009, 2782, 27911, 28119, 28314, 28445, 28695, 29122, 29923, 30107, 3017, 30339, 30411, 30531, 31045316, 31635665, 32819, 33291, 33306, 33841, 33849, 36467, 36488, 36498, 36555, 36651, 36777, 37072, 37085, 37118, 37120, 37180, 37196, 37251, 37280, 37287, 37463, 37496, 37546, 37650, 37725, 37864, 38714, 38838, 38902, 38906, 38948, 38966, 39005, 39093, 39122, 39159, 39675, 39809, 39834, 40367, 40688, 41953, 4211, 42277, 42576, 42651, 4489, 4664, 49047, 5025820, 5781, 58046, 59046, 6097382, 6885, 7110, 8305, 8664, 9028, 9276, 9472"
"DanKeshet"	", 18879, 18940658, 24002, 25595604, 29066482, 33842, 36890, 37658, 40628134, 42408"
"Danny"	", 15194, 18452, 18910757, 19616, 20157, 20597, 20598, 21217, 23245410, 23943, 26284, 26288, 26422, 27915, 29287, 34714, 34840, 34857, 34876, 35134, 35942, 36058, 36078, 36342, 36912, 37397201, 38569, 38686, 38935, 39681, 39709, 39816, 39843, 40499, 40656, 42130, 42132, 42329, 42335, 42562, 42840, 42861, 43529, 47099, 61702, 794430, 9025"
"Dan~enwiki"	", 19404136, 37044, 38024"
"Darius Bacon"	", 11579, 19336, 24829, 29798, 30742, 38546, 39289, 40619, 42015, 42022, 42120, 42127, 42227, 42408, 5658, 6021, 7575091, 8145410"
"David Merrill"	", 13070, 14233, 19383782, 19603, 19685, 20266, 23644, 27911, 32978, 36672, 38350, 38791, 38897, 38908, 5030, 6325"
"David Parker"	", 10874, 10878, 11054, 11055, 12099, 12674, 12804, 13140, 13224, 13277, 1329090, 13467, 13485, 13769, 13849, 13854, 14130, 14162, 16305, 16419, 16972981, 17867, 18435, 18861001, 19078, 19423946, 19766, 20597, 21476352, 220418, 22817, 22936, 23455006, 23486968, 23564616, 23730735, 24169, 24919748, 25040576, 25040773, 26288, 26995, 27485376, 27485413, 27485516, 27641512, 27850, 28175, 28399, 28409, 28779, 30980, 31045316, 31130, 31596917, 32113, 3270, 332758, 33841, 34399, 34610, 34749, 34960337, 35948, 35950, 36494, 36499, 36520, 36584, 36601, 36628, 36637, 36656, 36741, 36749, 36752, 36787, 36997, 37146, 37206, 37258, 37266, 37407, 37410, 37619, 3762, 3765, 37958, 37968, 38109, 38132, 38138, 38168, 38383, 38412, 38414, 38460, 38476, 38484, 38523, 38585, 38617, 38663, 38707, 38712, 38746, 38826, 38846, 38848, 38849, 38889, 38935, 39017, 39020, 39070, 39594, 39698, 39699, 39715, 39791581, 39833, 39938, 40148, 40149, 40236, 40243, 40259, 40261, 40347, 40372, 40437, 40439, 40445, 40491, 40501, 40505, 40575, 40576, 40578, 40582, 40590, 41512, 41520, 41885, 41982, 42029, 42075, 42108, 42120, 42125, 42132, 42205, 42213, 42214, 42233, 42234, 42235, 42240, 42245, 42269, 42586, 42589, 44330135, 45357971, 45358446, 45367389, 45367947, 45368344, 47063, 49578, 49613, 5031, 52613, 578487, 585629, 6301248, 64692, 66401, 6822, 7955693"
"The Epopt"	", 10819, 10991, 11008, 11063, 11361, 12558, 12899, 14346, 14392, 15770, 15866, 15924, 1629, 16351, 16467, 18949128, 19272020, 1965, 20174, 20175, 20461, 20652, 21581, 21760, 22085, 22086, 23454608, 23454627, 248189, 25294, 25433, 25545863, 25825, 27041, 27061, 27566, 2858, 28637, 29798, 31331, 31477, 31635, 31752, 31769, 31770, 32186, 33608, 33842, 34551, 34639, 34651, 34807, 34855, 34856, 35576, 35578, 35579, 35580, 35581, 36083, 36088, 36179, 36191, 36205, 36411, 36592, 36762, 36873, 36874, 37007, 37345, 37352, 37368, 37371, 37374, 37375, 37376, 37377, 37379, 37439, 37442, 37604, 37744, 37745, 37746, 37935, 37940, 37941, 38005, 38008, 38018, 38033, 38044, 38068, 38079, 38093, 38151, 38153, 38322, 38326, 38435, 38441, 38456, 38470, 38678, 38719, 38744, 38782, 38787, 38790, 38861, 38867, 39005, 39089, 39256, 39276, 40118711, 40295, 40396, 4054, 40869264, 42121, 42277, 43423305, 5933, 6059, 6187, 67476, 7023, 8286923, 863, 9223, 9425, 9738"
"Tim Chambers"	", 25756479, 3390, 37238, 4116, 42198, 42200, 6352800"
"Timo Honkasalo"	", 10307, 12737, 13070, 14045, 14306, 15823, 18841893, 20057, 2043, 23005, 23053, 23698779, 2537522, 26246088, 30104, 33849, 34535, 37316, 37391, 37397201, 37757, 38393, 38428, 38562, 42645, 4531, 5224, 58590228, 6352800, 6884, 8478, 9028, 9093, 963"
"Tobias Hoevekamp"	", 18963754, 5390, 8643"
"Trelvis"	", 10264, 10947, 1245, 13120, 14939, 16395, 18879, 19600416, 19603, 19737, 2003, 20781951, 21210, 21544, 21785, 21787458, 21787470, 22054, 22151, 22158, 22939, 23784296, 23891, 24091, 24128, 24230, 25793, 25856, 25916521, 26046599, 27643750, 27643777, 2975, 31743, 3378, 3380, 33841, 3418303, 34624, 3532541, 35502, 36476, 36880, 36938, 37028, 37029, 37030, 37067, 37197, 37245, 37257, 37514, 38014, 38025, 38029, 38145, 38147, 38157, 38159, 3850, 38824, 39038, 39040, 39152, 39825, 39915, 40020, 40234, 40307, 40310, 40320, 4116, 42739, 42752, 4651, 60431, 6100, 6310, 6658, 736, 963"
"Trimalchio"	", 30604, 37112"
"Turmeric"	", 23221, 39029"
"Tuxisuau"	", 18934325, 18938758, 1980, 26743, 36512, 36729"
"TwoOneTwo"	", 10407, 14158, 156045, 17440, 18933122, 21785, 26110, 28045, 36472, 36882, 37097, 38011, 40180, 40411, 4801, 53160, 8022"
"Unknown"	", 10632881, 31635665, 36555, 36863, 36866, 37087, 37153, 37230, 38153, 5574915"
"Uriyan"	", 11168, 11579, 13223, 13263, 13450, 13707308, 13914, 14794, 14848, 15032, 15123, 15624, 16043, 16494, 17730, 1786, 18167, 18910757, 19447, 20892, 20914001, 21405267, 21470, 22980, 23943, 23948, 25215, 27697009, 28644, 29328, 2944, 32035, 32876, 33841, 34749, 36538, 36539, 37333, 37815, 37857, 38376, 38400, 38402, 38562, 38746, 38930, 39138, 39184, 39237, 39449, 40488, 41207477, 41922, 5213, 53847, 5652, 6021, 6909559, 794430, 7960202, 9195868, 9325"
"Vaganyik"	", 10950533, 13891, 18856, 18922622, 21504, 24909138, 25180, 31471, 38253, 38459, 40127601, 41953, 41955, 41977, 42010, 42062, 42068, 42069, 42104, 42222, 42223, 42225, 42238, 42624, 42721, 42725, 42802, 5834067, 880"
"Verloren"	", 16775, 19590, 20955, 23140382, 24362712, 25535060, 25736, 26954, 28728, 31542, 32185, 37036, 37404, 37653, 38885, 38906, 39127, 39884, 42056, 6097240, 61345, 7129693, 8246, 929"
"Vicki Rosenzweig"	", 1008, 1012, 1019, 10843, 11009, 1129, 11968, 1203, 12108, 1254, 1259, 12706, 12804, 12970, 13279, 13707308, 13828, 1417, 14306, 1442, 1499, 1519, 15651, 15794, 15799, 15809, 15820, 15844, 15849, 15857, 15862, 15863, 15873, 15883, 15892, 15911, 15922, 15924, 16089, 1624, 1628, 1629, 1658, 16972981, 17095, 1711, 17302, 1781, 18315, 18838, 18842395, 19167679, 19354, 19446, 19450529, 19624, 19773, 19827221, 20187, 20613, 2065, 20781951, 20913771, 21294842, 21299730, 21473, 21883824, 22544, 23455006, 23664, 23749, 23878, 2418, 24514, 2483, 25478078, 25534914, 26811621, 26945, 2735, 27530, 27531, 27935, 27949, 27990, 28021, 28030, 28134, 28148, 28209, 28266, 28329803, 28771, 28800, 28930, 29305, 29922, 29973, 32611, 32759, 32781, 33163, 33235, 33603, 33841, 34226, 34368, 34411, 34610, 34624, 34648, 34671, 34751, 35180, 36465, 36477, 36786, 36895, 36968, 37069, 37167, 37170, 37194, 37274, 37320, 37342, 37402, 37408, 37445, 37495, 37536, 37875, 37977, 38173, 38187, 38214, 38252, 38301, 38334, 38383, 38469, 38585, 38743, 38748, 38805, 38806, 38828, 38966, 38972, 38992, 39004, 39007, 39052, 39077, 39131, 39138, 39188, 39235, 39239, 39269, 39380, 39715, 39791581, 40112, 40135, 40189, 40236, 40243, 40354, 40400, 40437, 40439, 40440, 42029, 42248, 42331, 42374, 44469, 4492, 45213, 4543, 4561, 4576465, 50621, 53606, 5530, 5635, 6663, 6883, 689728, 6942, 6975, 698, 7105, 7129693, 736, 738, 7696573, 7822, 783, 8354, 87253, 88974, 9028, 9332, 9623, 9684"
"Vignaux"	", 19406236, 20781951, 34633, 39847, 39867, 39869, 40227, 40478, 40573"
"VincentV"	", 15799, 15800, 15802, 15812, 15842, 21448, 21452, 21574, 21575, 21576, 21578, 21726, 21806"
"Vulture"	", 18203"
"Wesley"	", 10058, 10186, 11014498, 11026, 12233, 13547, 14117, 14379, 15506, 16329, 16330, 16522, 16979, 18196, 18197, 18426568, 18825270, 1950, 19616, 20272, 21440, 21468377, 21686, 21785, 22085, 22086, 23195, 23555, 23673, 24326, 24403, 25414, 25814008, 26422, 27694, 27732, 27911, 29010, 30295, 30667, 31542, 32494, 33306, 36535, 36665, 36778, 37081, 37404, 37799, 37857, 37861, 37866, 37879, 38011, 38115, 38304, 38874, 38942, 38961, 39066, 39121, 39155, 39203, 39823, 39872, 40111, 42050, 42183, 42208, 42220, 42776, 4333, 50415465, 50896, 5211, 5791492, 6097382, 61345, 6325, 6728, 7322, 73513, 7355, 751, 7601, 7661, 8246, 8344, 9026, 9228, 9325, 984"
"Wforshay"	", 38229, 38242, 4430"
"WojPob"	", 11331, 12386, 13058, 13224, 14011, 18426568, 18452, 18877, 211271, 21212, 21796, 22303, 22446, 23871, 2421391, 25936, 26742239, 27911, 28135, 28189, 30739, 32413, 32526, 32942, 32978, 33999, 34069, 36496, 36716, 36854, 36863, 36868, 37042, 37071, 37073, 37321, 37794, 37987, 38272, 38284, 38286, 38678, 39007, 42590, 42901, 53754, 53847, 6658, 8488"
"XJaM"	", 12955, 18902, 19706, 20961, 21462005, 21676, 28135, 28137, 37875, 40421, 40478, 40593, 41531, 41887, 41989, 41998, 42036, 42082, 42119, 42120, 42126, 42130, 42149, 42296, 8477"
"Xudong Guan"	", 975"
"Yargo"	", 37163"
"Yooden"	", 10396793, 24350732, 34264, 42395, 42396, 42402, 42425, 42427"
"Youssefsan"	", 15578"
"Zardoz"	", 36528"
"Zoe"	", 33766, 8615"
"Zundark"	", 10106, 10911, 11004, 11180, 11441, 1148, 11924, 11953, 12815, 14640471, 14789, 14856, 1486, 14900, 15024, 15182, 15220, 15422, 15532, 15573, 15767, 15807, 16824902, 17006, 17054975, 17530, 17552, 17867, 17944, 18313, 18617142, 18628317, 18628361, 18831, 18833, 18839, 18842395, 18902, 18926, 18946, 19078, 19447, 19694, 19699, 19706, 19873, 19906, 20434, 20781951, 21462, 21708, 22770, 23117875, 23542, 23601, 23621, 23798, 23943, 24081, 2480627, 25223, 25271, 25477, 26064288, 26301345, 27847, 27859, 27911, 28032, 28135, 28175, 28957716, 29208, 2974, 29824, 30644, 31755, 32113, 32186638, 32203, 32494, 32506, 32745, 32978, 33238, 3329, 33401, 3343, 33662, 3378, 3380, 33841, 3401, 34399, 34411, 34505, 34840, 36168, 36504, 36512, 36575, 36576, 36577, 36602, 36714, 36857, 37035, 37058, 37065, 37333, 37417, 37422, 37622, 38119, 38229, 38267, 38494, 38546, 38634705, 38801, 3897560, 39068, 39358, 39363, 39378, 39382, 39432, 39748718, 39791, 39791581, 39792, 39834, 39847, 3989, 39943, 39969, 40189, 40276, 40325, 40399, 40402, 40441, 40478, 40593, 40634, 41890, 41928, 42036, 42132, 42169, 42178, 42296, 42717, 42724, 48512, 5008, 50415465, 5134, 51436, 51438, 5166, 5211, 523879, 523881, 5375, 5793, 5826, 5869, 5902, 60431, 6220, 6233, 6310, 6352800, 6516, 6658, 6883, 7123, 7125, 7146, 7198, 7885, 791, 8221, 8246, 8398, 8477, 8518, 8847, 9845"
"\"10.0.0.60"	", 0"
"rev_user_text"	", rev_page"
"-- April"	", 10106, 10256, 12913, 150304, 15055, 17743639, 18105, 18805409, 19906, 20757740, 20757816, 20781951, 21243998, 21476233, 21476352, 2154, 22348, 22423, 22498, 23443846, 25, 25454239, 25775, 26176, 2861, 2864, 28930, 2912, 29305, 2963, 32538, 33235, 33692, 33841, 34154970, 36884, 36891, 37010, 37031, 37037, 37097, 37242, 37243, 37316, 37325, 37530, 37556, 37658, 37671, 37738, 37885, 37888, 37904, 37915, 37924, 38062, 38090, 38092, 38149, 38150, 38233, 38245, 38246, 38316, 38317, 38475, 38611, 38791, 3883, 38891, 38894, 38929, 38932, 39082, 39083, 39085, 39143, 39144, 39305, 39353, 39374, 39378, 39455, 39653, 39664, 39666, 39674, 39789, 39801, 39837, 42204, 42205, 42220, 42234, 42327, 42328, 42334, 42349, 42518, 42976, 47497309, 5025820, 50279, 50284, 50650, 50651, 51205, 51772, 60786, 63654, 63676, 65957, 689728, 6946, 7504, 7654, 82005"
"0"	", 29848, 33589, 36218, 38313"
"195.149.37.150"	", 2415584"
"195.149.37.38"	", 31768"
"Adek~enwiki"	", 4211"
"Aidan Elliott-McCrea"	", 5658"
"Alex.tan"	", 21294842, 37149, 37186, 9312"
"AlexWasFirst"	", 13287, 17560, 19763032, 21896483, 23289, 2499, 2782, 28175, 36993, 36995, 37180, 37431, 37432, 37689, 37708, 42719"
"Alexdb"	", 32740, 5030553"
"Amillar"	", 12507, 1296, 13684, 14117, 16329, 16494, 17054975, 20421, 22702, 22747, 2345, 28030850, 29167, 31065, 32978, 33841, 33842, 3390, 37190, 37249, 37252, 37273, 37857, 37861, 37866, 37876, 38057, 38166, 38428, 39054, 39055, 39209, 39341, 39731, 39737, 4412145, 4663, 7661, 9684"
"Anders T\u00f6rlind"	", 11014498, 42167, 42168, 42907"
"Ansible"	", 19600280, 21306150, 34636, 8209"
"Ap"	", 10474, 29294, 32978, 42766, 5857"
"Archibald Fitzchesterfield"	", 17996, 19445"
"AstroNomer"	", 14536, 15548, 21098, 21591425, 23139831, 36477, 36504, 36505, 36607, 42016, 47505, 5030553, 5321, 63654"
"AxelBoldt"	", 10396793, 11168, 11593, 1208, 12386, 12403, 12688, 1273, 13048942, 13070, 13086761, 13223, 13636, 13878, 14233, 14234, 14278, 147164, 15022384, 15069, 15109, 15492, 15532, 157626, 16456, 16824902, 17095, 17344554, 17377, 17530, 18079, 18195, 18568, 18825270, 18831, 18841893, 18932421, 18946, 18949328, 19447, 19594213, 19773328, 19773418, 19868, 19872, 19873, 20018, 20110824, 20306, 205457, 20609836, 20781951, 20961, 21272, 21391464, 21462, 21527, 21551, 21745, 21882038, 22657, 22782, 22939, 23316, 23385892, 23601, 23666, 23692, 23891, 24131, 24259, 24390, 2480306, 24931750, 25271, 25422, 25791, 2589714, 26064288, 26262, 26513034, 26751, 26764, 27812895, 28142, 28736, 28926, 29208, 30398, 30403, 30634, 30746, 3090, 30977, 31880, 31883, 32245, 32337, 32942, 32978, 33130, 33710707, 3380, 34535, 34633, 36028, 36501, 36503, 36505, 36512, 36554, 36575, 36591, 36602, 36628, 36714, 36762, 36780, 36789, 36912, 37021, 37078, 37196, 37232, 37291, 37333, 37342, 37400, 37656, 37789, 37797, 37817, 37895, 38041, 38359, 38376, 38454, 38469, 38470, 38562, 38737, 38770, 38801, 38838, 38955, 38956, 38992, 39125, 39136, 39222, 39248, 39305, 39358, 39748718, 39822, 39875, 3993, 40203, 40270, 40282, 40326, 40593, 40646, 4116, 41545, 41546, 41985, 42067, 42133, 42156, 42158, 42169, 42191, 42268, 42327, 42328, 42331, 42334, 42373, 42424, 42445, 42616, 42975, 42976, 44758, 47375, 47505, 48512, 5030553, 51416, 51440, 523879, 523881, 5374, 5378, 5379, 5390, 54130, 5710507, 5869, 58863, 5921, 5926, 6233, 6652887, 7198, 7493, 783, 7832, 8302, 8398, 8477, 8847, 8887, 9476, 9969552"
"BF"	", 21742, 37081, 37101, 6658"
"BenBaker"	", 10983, 15804, 15866, 21405519, 23943, 25414, 27859, 34648, 35531, 36525, 39038, 39764478, 39780, 39781, 39782, 39791, 39796, 39817, 40282, 40327, 51440, 5826, 6285"
"Benwbrum"	", 25457, 28134, 30942, 31936, 37620, 37953, 38350, 38426, 38711, 38726, 38742, 38936, 5692064, 863"
"Berek"	", 10408, 15924, 18842395, 18994363, 19013, 265202, 26994, 30339, 32876, 32978, 33832, 35502, 36062, 37410, 37803, 38902, 39315, 40270, 4922"
"Brion VIBBER"	", 15040, 15606, 16824902, 17730, 19906, 20596, 20609836, 20781951, 21967540, 23015, 25607, 26220, 26263942, 26263954, 27847, 32978, 3378, 3380, 33841, 36532, 36602, 36862, 36865, 37333, 37391, 37510, 38063, 38242, 38359, 38930, 39748718, 41532, 4579, 5030553, 51440, 5202, 6097297, 9248"
"Brovnik"	", 29816, 38140, 38353, 38355, 4764461, 5652"
"Bryan Derksen"	", 11593, 1245, 12688, 13048942, 13086761, 13256, 14204, 14230, 14640471, 14854, 15416, 15944, 16824902, 18158, 18370, 18582186, 18721790, 18994897, 19007, 19331, 19600280, 19654, 19737, 20171, 20224, 2043, 20781951, 20986, 21299730, 22444, 22555, 22915, 23053, 23055, 23335, 23512, 23718, 23719, 23720, 23943, 24031, 24065, 24169, 24558035, 248189, 24864, 25433, 26751, 26779, 26826, 26903, 26991, 27118, 27616, 27931, 28143, 28506, 28507, 28962, 29302, 29420, 29440, 30017, 30848, 30853, 3107, 31591, 31755, 31985, 32313, 32745, 3378, 3380, 33841, 34043, 34411, 34557, 34618, 34635, 34669, 34749, 35180, 35530, 35824, 35826, 36210, 36290, 36291, 36305, 36542, 36660, 36698, 36912, 36938, 37153, 37183, 37184, 37506, 37526, 37708, 37719, 37720, 37721, 37725, 37830, 37831, 37832, 37833, 37834, 37835, 37836, 37838, 37839, 37840, 37841, 37842, 37843, 37844, 37845, 37846, 37847, 37849, 37850, 37851, 37852, 37853, 37854, 37856, 37947, 37964, 37987, 38283, 38393, 38714, 38930, 38979, 39171, 39181, 39747, 39856, 39870, 40115, 40180, 40245, 40247, 40248, 40375, 40379, 40583, 40584, 4111, 42806, 43127, 43529, 4529, 4597, 4689264, 47063, 47648, 56110, 5710507, 573, 5962, 5987, 6197, 6217, 6670, 69937, 7251, 7504, 7890, 897, 9164, 9228"
